Spindle_Speed_rpm,Feed_mm_per_rev,Depth_of_Cut_mm,Machining_Length_mm,Machining_Time_sec,Operation_Milling,Operation_Turning,Material_Brass,Material_Cast Iron,Material_Mild Steel,Tool_Type_Carbide,Tool_Type_Coated Carbide,Tool_Type_HSS
2842,0.281,1.094,300,20.8728230582616,False,True,False,False,True,False,True,False
1065,0.197,0.421,259,95.83329236483662,True,False,False,False,True,True,False,False
1816,0.146,0.75,24,7.516999829785205,True,False,False,True,False,True,False,False
2424,0.375,1.346,297,17.553993876095284,True,False,True,False,False,False,True,False
2305,0.309,0.625,211,14.027785683525515,False,True,True,False,False,True,False,False
2385,0.484,0.339,110,5.335338191457549,False,True,False,False,True,False,True,False
2583,0.206,1.233,175,23.722054503339013,True,False,False,False,True,False,True,False
2772,0.394,1.607,199,10.590196081504015,True,False,True,False,False,False,True,False
1295,0.06,0.917,109,104.49458181504839,False,True,False,False,True,False,False,True
575,0.121,3.0,20,21.055435116920698,True,False,True,False,False,False,False,True
962,0.112,2.943,133,59.07249170764188,False,True,True,False,False,True,False,False
1440,0.397,0.587,98,9.303047304687801,True,False,True,False,False,False,True,False
2276,0.25,2.548,166,16.21965884170049,False,True,False,False,True,False,True,False
1869,0.316,1.22,195,24.329021768507797,False,True,False,False,True,False,False,True
762,0.446,2.763,243,43.388196604415356,False,True,False,False,True,True,False,False
2885,0.319,1.812,249,15.959255644830275,False,True,True,False,False,False,False,True
1149,0.181,1.897,254,79.51472992223567,True,False,True,False,False,True,False,False
1102,0.457,1.541,244,30.947814264208343,True,False,True,False,False,True,False,False
2721,0.391,1.831,75,5.4149086403496725,True,False,False,False,True,True,False,False
1267,0.463,1.348,78,5.524721327550574,False,True,True,False,False,False,True,False
1021,0.159,1.793,47,22.185961815777798,False,True,False,True,False,False,False,True
1740,0.072,0.587,175,129.49403651934873,True,False,False,False,True,False,False,True
2070,0.059,0.222,74,35.89161211356759,False,True,True,False,False,False,False,True
2750,0.078,1.047,24,7.504686363999685,True,False,False,False,True,False,True,False
857,0.248,1.132,51,22.404733994403284,True,False,False,False,True,False,False,True
2935,0.206,0.922,121,9.762815430163622,False,True,True,False,False,True,False,False
1536,0.456,0.23,213,20.423005965002925,True,False,False,False,True,False,True,False
1681,0.233,2.478,167,37.74351668165292,True,False,False,True,False,True,False,False
2201,0.058,2.223,124,68.53179554168453,True,False,False,False,True,False,True,False
1551,0.103,1.399,44,20.014122154105152,False,True,False,False,True,False,False,True
2776,0.325,1.316,170,13.666039914480724,False,True,False,False,True,False,False,True
1823,0.061,1.863,131,93.50008147066539,True,False,False,False,True,True,False,False
2027,0.262,1.831,176,21.471008973039876,False,True,False,True,False,True,False,False
2106,0.344,2.352,182,19.854548587917144,True,False,False,False,True,True,False,False
1062,0.139,1.324,93,49.12688324066206,True,False,False,True,False,False,True,False
810,0.151,0.617,95,45.54010469816429,False,True,True,False,False,False,False,True
1247,0.404,0.325,276,42.20010491558776,True,False,False,False,True,True,False,False
2052,0.193,1.443,173,28.50488137788748,True,False,True,False,False,True,False,False
711,0.191,2.903,32,18.569269289186657,True,False,False,True,False,False,True,False
603,0.434,1.988,44,6.918999327751345,False,True,True,False,False,False,True,False
2313,0.341,0.504,90,6.4488453956804825,False,True,False,False,True,False,True,False
1125,0.494,1.683,261,47.04549908211365,True,False,False,True,False,False,False,True
970,0.14,2.803,151,84.35424312235168,False,True,False,True,False,False,False,True
2415,0.399,2.68,175,14.792899012913976,True,False,False,False,True,True,False,False
2970,0.399,2.401,94,7.639789114168532,True,False,False,False,True,False,False,True
978,0.197,1.156,43,19.52183408407958,True,False,False,True,False,True,False,False
1522,0.461,1.609,19,1.9774915909362354,True,False,False,False,True,False,True,False
1628,0.145,0.568,203,70.92915349793165,True,False,False,True,False,True,False,False
2444,0.202,1.741,278,26.734799037046532,False,True,True,False,False,True,False,False
2805,0.095,0.968,272,46.03384538817819,False,True,True,False,False,False,True,False
2455,0.218,1.632,230,29.154675210972208,False,True,False,True,False,True,False,False
2660,0.337,2.573,48,3.2003877657391824,False,True,False,False,True,True,False,False
2723,0.426,1.117,157,9.80738840311673,False,True,False,False,True,False,False,True
1403,0.452,2.401,67,8.35965835638303,True,False,False,False,True,True,False,False
1916,0.338,0.574,95,8.486190347908789,False,True,False,True,False,False,True,False
2886,0.284,1.663,249,23.636536636279278,True,False,False,False,True,True,False,False
781,0.316,2.165,180,40.82446945612698,True,False,True,False,False,False,True,False
1565,0.247,1.663,225,24.78587576600565,False,True,True,False,False,False,True,False
1712,0.272,2.091,13,2.506508658486123,True,False,False,False,True,False,False,True
1898,0.33,1.082,44,4.581126429298049,False,True,False,True,False,True,False,False
2036,0.378,2.84,164,14.653644689507459,False,True,False,False,True,False,False,True
2588,0.334,2.873,40,2.665948266637294,False,True,False,False,True,True,False,False
2587,0.12,2.053,235,41.31354901248806,False,True,False,False,True,False,True,False
1477,0.372,2.91,31,4.290194728325968,True,False,False,True,False,False,True,False
1173,0.215,1.836,216,50.890485033891856,False,True,True,False,False,False,False,True
1434,0.481,1.015,127,12.312514961705249,True,False,False,False,True,False,True,False
2525,0.464,2.496,250,19.62089607938601,True,False,False,False,True,False,False,True
2830,0.324,2.642,274,19.415672641608197,False,True,False,True,False,True,False,False
2132,0.209,2.041,245,35.243989578970115,True,False,True,False,False,True,False,False
2917,0.097,0.919,105,20.267482379579885,False,True,False,False,True,False,True,False
2839,0.466,0.218,196,9.08783191551427,True,False,True,False,False,True,False,False
2962,0.384,1.611,105,5.217434034524602,True,False,True,False,False,False,True,False
1025,0.117,0.589,46,28.681706635177758,False,True,False,False,True,False,False,True
2281,0.124,1.706,189,50.76746497258423,False,True,False,True,False,False,False,True
2633,0.066,2.356,73,27.287934943401563,True,False,True,False,False,True,False,False
2919,0.447,0.833,47,2.3691644630276842,False,True,False,True,False,True,False,False
2866,0.151,0.751,269,35.196070946073135,False,True,False,True,False,False,True,False
2729,0.105,0.612,89,22.84512927101034,True,False,False,True,False,False,True,False
1789,0.423,0.932,139,13.913002298400825,True,False,True,False,False,False,False,True
802,0.056,2.461,42,59.868621493233846,False,True,False,True,False,True,False,False
1940,0.154,1.475,225,51.18394642615735,True,False,False,False,True,False,True,False
2420,0.318,2.052,62,5.962658688405175,True,False,False,True,False,False,True,False
896,0.193,1.824,264,81.60318071304246,True,False,True,False,False,False,True,False
2061,0.466,0.598,277,12.481484184059529,False,True,True,False,False,False,True,False
1306,0.098,2.239,35,15.487155087806073,False,True,False,False,True,False,True,False
2715,0.331,2.758,234,20.912336116520095,True,False,False,True,False,False,True,False
2884,0.33,1.006,32,2.6600058155546047,False,True,False,True,False,False,False,True
1090,0.061,1.653,36,44.53364026100434,True,False,False,True,False,True,False,False
966,0.345,1.64,291,82.3561657206818,True,False,False,False,True,False,False,True
2553,0.265,1.247,174,14.74830193828593,False,True,True,False,False,False,False,True
1166,0.052,0.893,13,15.525968474035215,True,False,True,False,False,False,False,True
520,0.233,2.272,162,71.17902833500874,False,True,False,False,True,False,True,False
971,0.287,2.477,63,18.050416309521818,True,False,False,True,False,False,True,False
1579,0.412,2.745,140,16.792490528664285,False,True,False,True,False,False,False,True
1026,0.109,1.654,12,6.57810107940458,True,False,True,False,False,True,False,False
1414,0.388,0.338,276,48.81175932524005,True,False,False,False,True,False,False,True
788,0.347,1.029,241,42.40225953056934,False,True,True,False,False,True,False,False
504,0.479,2.385,292,97.78130240109196,True,False,False,False,True,True,False,False
2526,0.187,1.777,75,12.535553691667602,True,False,False,False,True,True,False,False
1705,0.435,0.434,110,8.43131829636294,True,False,True,False,False,False,True,False
887,0.481,2.217,64,11.703797419730206,False,True,False,True,False,False,False,True
2556,0.121,2.37,262,49.464776353629794,False,True,True,False,False,False,False,True
708,0.094,1.227,75,68.8663755089915,False,True,False,True,False,False,True,False
2924,0.255,1.423,280,20.642740486911745,False,True,False,False,True,False,True,False
1172,0.054,1.015,212,269.624840574243,False,True,False,True,False,False,False,True
1723,0.484,2.738,36,4.184580569636459,True,False,False,False,True,False,False,True
1070,0.362,0.622,154,24.290022122128658,False,True,False,False,True,True,False,False
1244,0.499,2.989,205,31.616228556675257,True,False,False,False,True,False,False,True
2646,0.16,0.459,189,24.63371489975341,False,True,True,False,False,False,False,True
1479,0.189,0.44,117,22.75421049120996,True,False,True,False,False,False,True,False
1933,0.5,1.994,219,16.23593853363574,True,False,True,False,False,False,False,True
1856,0.221,0.587,199,51.9314934736264,True,False,False,True,False,False,False,True
1222,0.496,1.941,262,34.82358757586044,False,True,False,True,False,False,False,True
2534,0.187,1.572,71,8.146869596825972,False,True,False,False,True,False,True,False
549,0.295,1.174,58,17.030224429968968,False,True,True,False,False,True,False,False
915,0.14,1.054,147,86.90808011986255,True,False,True,False,False,False,False,True
956,0.439,0.695,76,14.730246755593013,False,True,False,True,False,False,False,True
2492,0.358,2.753,299,30.85744997112234,True,False,False,False,True,False,False,True
2034,0.185,1.007,261,36.41749171712951,False,True,False,False,True,False,True,False
1070,0.285,2.464,199,54.4932329243608,True,False,False,True,False,True,False,False
578,0.17,2.338,128,63.4201670321838,False,True,True,False,False,True,False,False
2774,0.242,2.495,281,40.50633248615983,True,False,False,False,True,False,False,True
2386,0.367,1.267,176,9.916541260172115,False,True,True,False,False,True,False,False
2912,0.219,2.676,110,10.688728063882886,True,False,True,False,False,True,False,False
1409,0.242,0.363,72,16.121154769022148,True,False,False,False,True,True,False,False
1671,0.198,2.431,121,20.191265971871974,True,False,True,False,False,False,True,False
2730,0.275,0.435,168,10.641577012378269,False,True,True,False,False,True,False,False
2083,0.265,0.288,14,1.855138921901956,True,False,False,False,True,False,True,False
866,0.322,0.605,117,27.003379273465967,False,True,False,True,False,True,False,False
2470,0.282,1.355,73,6.271459523860081,False,True,False,True,False,False,True,False
1273,0.447,2.292,172,31.838093483591635,True,False,False,True,False,False,False,True
943,0.206,2.152,97,27.155431683258826,True,False,True,False,False,False,True,False
2875,0.326,1.275,31,2.697695947692684,True,False,False,False,True,True,False,False
2060,0.311,1.06,85,7.027717546544506,False,True,False,False,True,False,True,False
2623,0.064,0.522,276,129.74510062652362,True,False,False,True,False,False,True,False
1214,0.358,0.231,293,67.4690594949962,True,False,False,True,False,False,False,True
1005,0.263,2.474,290,68.47896246291191,False,True,False,False,True,True,False,False
850,0.297,1.325,89,23.90537378671074,False,True,False,True,False,True,False,False
2870,0.191,1.628,18,1.8089764747738148,False,True,True,False,False,False,False,True
1615,0.425,0.365,208,24.40582265308552,True,False,False,True,False,False,True,False
651,0.385,0.668,132,44.488967760554246,True,False,False,True,False,True,False,False
1030,0.49,2.059,160,23.52142918898927,False,True,False,False,True,False,False,True
1379,0.216,0.79,254,62.53984603534439,False,True,False,False,True,False,False,True
1821,0.065,1.69,287,184.11087142473994,True,False,False,True,False,False,True,False
2654,0.283,2.802,25,2.5536503350033946,True,False,True,False,False,False,False,True
2198,0.316,1.931,221,33.267657104852496,True,False,False,True,False,False,False,True
1239,0.206,1.958,75,23.814008266539165,True,False,False,False,True,True,False,False
1093,0.176,0.708,109,41.2623904936894,True,False,False,False,True,False,True,False
2848,0.18,2.108,161,22.272331363519367,False,True,False,False,True,False,False,True
2112,0.098,2.507,61,18.355140343041693,True,False,True,False,False,True,False,False
2458,0.098,2.137,284,86.79884248781869,True,False,True,False,False,False,False,True
897,0.169,2.14,219,83.03938204275651,True,False,True,False,False,False,True,False
1202,0.177,1.447,105,32.230796653205076,False,True,False,True,False,True,False,False
2608,0.165,1.915,76,13.793395247332635,False,True,False,True,False,False,False,True
1535,0.415,0.565,87,10.403119410592904,True,False,False,True,False,False,True,False
2316,0.397,2.397,226,14.781392548467899,False,True,True,False,False,False,False,True
2105,0.106,2.292,113,38.39971783000214,True,False,True,False,False,False,False,True
2936,0.113,2.091,145,29.741968662636555,False,True,False,True,False,True,False,False
2256,0.36,0.74,178,12.257816669696036,False,True,False,False,True,False,True,False
1641,0.153,2.651,155,37.86117754425248,True,False,True,False,False,True,False,False
1498,0.492,1.871,97,9.67639846803206,True,False,False,False,True,False,True,False
2302,0.199,1.192,61,9.006537396334338,False,True,False,True,False,True,False,False
2867,0.304,1.668,127,13.638658208107401,True,False,False,False,True,False,False,True
964,0.483,1.281,109,14.563967520272758,False,True,False,False,True,True,False,False
1697,0.404,2.596,194,18.39563485430462,False,True,False,True,False,True,False,False
2179,0.492,0.949,46,2.4234136461329956,False,True,False,True,False,False,True,False
2925,0.22,1.766,191,21.30354501006674,True,False,False,False,True,False,True,False
2920,0.443,2.754,249,14.950363054689706,True,False,False,False,True,True,False,False
1878,0.444,1.592,292,23.060940363330147,False,True,False,True,False,True,False,False
1221,0.438,1.781,136,12.556866260441225,False,True,True,False,False,True,False,False
2872,0.316,0.972,276,23.841706072841394,True,False,True,False,False,False,False,True
1773,0.487,1.988,203,21.717022056090137,True,False,False,False,True,False,False,True
1688,0.069,1.8,110,53.563695846915955,True,False,True,False,False,False,True,False
2171,0.4,0.469,68,4.473375015821413,False,True,False,True,False,False,True,False
1218,0.198,0.663,138,42.52606956115429,True,False,False,True,False,False,True,False
2690,0.395,0.386,225,11.722885961175846,False,True,True,False,False,False,False,True
1830,0.269,0.755,191,16.875600622520622,False,True,True,False,False,False,True,False
2597,0.09,2.207,11,2.0089267846950776,False,True,True,False,False,False,True,False
646,0.382,2.262,155,63.82926385846379,True,False,False,True,False,False,False,True
2926,0.172,1.948,276,41.393341346964434,False,True,False,False,True,False,False,True
1051,0.374,1.552,53,5.797028364828126,False,True,True,False,False,False,True,False
1660,0.408,1.132,151,16.61171577357147,False,True,False,False,True,False,False,True
1827,0.279,1.541,274,55.034065818620235,True,False,False,True,False,False,False,True
1341,0.318,2.099,119,16.16106789406884,False,True,False,True,False,False,True,False
1980,0.497,1.658,189,12.706037788760264,False,True,False,True,False,True,False,False
1628,0.228,2.639,11,1.2527877048788107,False,True,True,False,False,False,True,False
2174,0.316,0.856,284,17.619973519826214,False,True,True,False,False,False,True,False
2335,0.111,0.678,107,27.696039254554904,False,True,False,True,False,True,False,False
981,0.407,2.388,112,20.166098490470784,False,True,False,False,True,False,False,True
2122,0.406,2.617,238,21.04704695339608,True,False,False,False,True,True,False,False
1993,0.331,1.253,299,43.42729505203463,True,False,False,False,True,False,False,True
2872,0.468,0.445,37,2.083758427955125,True,False,True,False,False,False,False,True
664,0.205,0.834,104,39.55041820980921,False,True,False,False,True,False,True,False
820,0.347,1.529,81,17.213078158123743,False,True,False,False,True,True,False,False
1590,0.053,2.182,162,107.83965193457176,True,False,True,False,False,False,True,False
2078,0.08,2.842,278,104.37162151669082,True,False,True,False,False,True,False,False
1601,0.408,0.753,47,4.019189584105221,False,True,False,False,True,False,True,False
772,0.394,1.369,10,2.7340060888350073,False,True,False,True,False,False,False,True
1746,0.136,0.382,257,64.44147940693287,False,True,True,False,False,False,False,True
1062,0.473,1.541,29,2.5027951882463833,False,True,True,False,False,False,True,False
1693,0.096,1.318,272,108.12231713659251,True,False,True,False,False,True,False,False
1577,0.405,2.342,155,16.067894362868312,False,True,False,True,False,True,False,False
1821,0.186,1.383,164,33.64284084562304,False,True,False,False,True,False,False,True
1991,0.35,2.086,108,11.396858124340032,True,False,False,True,False,False,True,False
2669,0.402,1.986,135,7.1565187962721835,False,True,False,True,False,False,True,False
1083,0.281,1.968,159,41.71346140528125,True,False,False,False,True,True,False,False
2296,0.063,1.764,160,51.690977811449976,False,True,True,False,False,True,False,False
1369,0.453,1.652,10,1.0239648386050972,False,True,False,True,False,True,False,False
2218,0.132,1.634,193,45.59946599134024,False,True,False,True,False,True,False,False
2614,0.457,1.26,201,9.522346652450414,False,True,True,False,False,False,False,True
1493,0.119,0.52,264,92.37035376659338,False,True,False,False,True,True,False,False
1249,0.109,0.981,46,20.06896302296326,False,True,False,True,False,False,True,False
1872,0.434,1.326,263,23.029666108774833,True,False,True,False,False,False,False,True
2098,0.272,0.767,25,4.0965765929295435,True,False,False,False,True,False,False,True
2906,0.076,0.545,111,37.087051861108804,False,True,False,False,True,False,False,True
1654,0.405,0.782,232,25.902864392871773,True,False,True,False,False,False,False,True
2880,0.347,2.126,157,12.358921431934148,True,False,False,True,False,False,True,False
1406,0.295,2.728,259,47.24067665499025,True,False,True,False,False,False,False,True
1423,0.284,1.925,204,37.845846270600745,True,False,False,False,True,True,False,False
2626,0.318,0.998,87,6.710028487066605,True,False,True,False,False,True,False,False
1221,0.23,0.934,208,54.479285685163426,False,True,False,False,True,False,False,True
2557,0.27,2.356,250,22.81038848432139,True,False,True,False,False,True,False,False
1342,0.278,1.762,180,33.321776666721604,False,True,False,False,True,False,False,True
909,0.213,1.218,139,55.763932102053055,False,True,False,True,False,False,False,True
1359,0.386,0.615,195,29.02196914431742,True,False,False,True,False,False,True,False
2530,0.384,1.705,166,13.302827752753894,True,False,True,False,False,False,False,True
1225,0.078,2.587,218,112.57328102473221,False,True,True,False,False,True,False,False
2251,0.15,2.337,167,39.006105788487154,True,False,False,False,True,True,False,False
2122,0.062,0.436,219,95.17059374560534,False,True,False,True,False,False,True,False
1151,0.086,0.226,62,48.772377895657826,True,False,False,False,True,True,False,False
2510,0.058,2.78,240,107.81508630359072,True,False,True,False,False,True,False,False
1143,0.131,1.983,299,119.0724460838687,False,True,False,True,False,False,True,False
2384,0.194,0.515,87,14.110276884488808,True,False,False,False,True,True,False,False
2257,0.285,1.572,268,40.520948153843634,True,False,False,False,True,False,False,True
675,0.383,1.976,126,30.332228232079984,False,True,False,True,False,False,True,False
1868,0.191,2.124,46,12.65424777050553,True,False,False,False,True,False,False,True
991,0.223,2.977,73,32.10198293646658,True,False,False,False,True,False,False,True
868,0.329,2.455,156,37.518264355927485,False,True,False,True,False,True,False,False
1248,0.396,0.589,76,15.37313460835391,True,False,False,True,False,False,False,True
1730,0.056,0.24,182,146.966662127717,False,True,False,True,False,False,False,True
2543,0.452,2.029,294,17.888609651761602,True,False,False,False,True,False,True,False
2425,0.276,0.452,54,4.040942294123618,False,True,True,False,False,True,False,False
529,0.384,0.322,184,64.05602457860077,False,True,False,False,True,False,False,True
1210,0.283,1.206,83,15.276817204129749,False,True,False,True,False,True,False,False
833,0.352,1.934,61,12.229487573833648,True,False,True,False,False,False,True,False
2833,0.052,2.934,294,129.05529773371822,False,True,False,True,False,True,False,False
2226,0.231,1.988,267,25.4585574814872,False,True,True,False,False,True,False,False
568,0.45,2.075,100,31.057179590749282,True,False,False,True,False,False,True,False
684,0.111,2.445,81,57.59857242884728,False,True,False,False,True,False,True,False
2386,0.465,0.223,256,16.43616710422142,False,True,False,False,True,False,False,True
594,0.093,0.803,87,112.04376876656559,False,True,False,False,True,False,False,True
2803,0.49,2.144,244,14.172637359763135,True,False,False,True,False,False,True,False
2175,0.48,1.132,82,5.256309721984781,True,False,False,False,True,False,True,False
623,0.065,1.519,234,428.2614557970021,False,True,False,False,True,False,False,True
2607,0.418,1.243,269,18.25973316504684,True,False,False,True,False,False,True,False
2462,0.261,0.994,151,16.365674286581054,True,False,False,False,True,False,True,False
841,0.163,2.889,144,63.54431383747572,False,True,False,False,True,True,False,False
2666,0.302,2.279,288,21.548952294724437,False,True,True,False,False,False,False,True
1724,0.238,2.11,74,10.38605561873955,True,False,True,False,False,False,True,False
1646,0.28,0.864,293,26.71376580514111,False,True,True,False,False,False,True,False
1250,0.4,1.083,146,22.966233766052962,False,True,False,True,False,False,False,True
777,0.203,1.63,238,98.83295036893365,True,False,True,False,False,True,False,False
1395,0.481,0.887,134,15.582970607969974,True,False,False,False,True,True,False,False
2590,0.208,2.134,33,5.41136650187528,True,False,False,True,False,True,False,False
1895,0.375,1.042,129,13.46055197105337,True,False,False,False,True,True,False,False
1314,0.051,1.516,288,329.23891030697365,True,False,False,False,True,True,False,False
2447,0.255,1.694,92,8.976830089818531,False,True,False,False,True,True,False,False
849,0.392,1.63,115,28.227844465706696,True,False,False,False,True,True,False,False
521,0.335,1.826,273,155.72996996970505,True,False,False,True,False,False,False,True
2651,0.201,0.223,236,27.77560831893764,True,False,True,False,False,True,False,False
1682,0.086,2.48,294,159.67139890882342,False,True,False,True,False,False,False,True
977,0.311,2.309,281,76.2591337859945,True,False,False,True,False,True,False,False
1129,0.335,1.558,189,33.53548053689111,False,True,False,True,False,True,False,False
1164,0.322,2.107,300,46.655388878454,False,True,False,True,False,False,True,False
821,0.204,2.642,241,60.3893984311261,False,True,True,False,False,False,True,False
1269,0.272,2.601,102,17.138117098763885,False,True,False,False,True,True,False,False
1038,0.215,0.814,215,61.53028065850527,True,False,True,False,False,True,False,False
2364,0.481,2.426,193,12.025706616102173,False,True,False,False,True,False,False,True
2535,0.191,2.367,212,39.25475772244999,True,False,False,True,False,True,False,False
1203,0.411,1.387,289,46.36261963509633,False,True,False,True,False,False,False,True
681,0.167,0.247,76,67.30259235168054,True,False,False,True,False,False,False,True
2473,0.357,2.36,236,26.758568593437605,True,False,False,True,False,False,False,True
1456,0.467,2.835,43,4.083810439655296,True,False,True,False,False,True,False,False
2817,0.216,2.844,104,12.663151260566641,True,False,False,True,False,False,True,False
614,0.072,2.927,277,259.87677873961496,False,True,True,False,False,False,True,False
2901,0.475,0.739,170,8.677127650357372,True,False,False,False,True,False,True,False
1983,0.278,1.591,296,39.699169914481104,False,True,False,False,True,False,False,True
1226,0.357,1.053,151,33.903674877815995,True,False,False,False,True,False,False,True
1205,0.064,1.45,139,132.09570084945702,False,True,False,False,True,False,False,True
2638,0.298,0.247,113,8.011836240247566,False,True,True,False,False,False,False,True
1352,0.126,2.537,227,135.7169859610167,True,False,False,True,False,False,False,True
1908,0.114,2.647,155,58.22541146415987,False,True,False,True,False,False,False,True
1697,0.102,0.247,299,180.92505225170808,True,False,False,True,False,False,False,True
2125,0.488,0.426,86,5.392233640639319,False,True,False,True,False,True,False,False
1803,0.221,2.457,218,32.84997478870191,False,True,True,False,False,False,False,True
2182,0.465,2.263,35,1.5524726232408255,False,True,True,False,False,False,True,False
2563,0.46,2.596,216,19.353639497956912,True,False,False,True,False,False,False,True
1750,0.208,2.523,267,60.946398835865175,False,True,False,True,False,False,False,True
1021,0.26,1.203,160,37.68608618181997,False,True,False,False,True,True,False,False
1881,0.343,2.193,279,25.80798169498395,False,True,True,False,False,False,False,True
1236,0.11,2.059,169,79.14635584217841,False,True,False,True,False,True,False,False
2301,0.175,1.443,153,23.953642321514778,False,True,False,True,False,True,False,False
941,0.181,1.068,277,128.41802927444832,True,False,False,False,True,True,False,False
2804,0.443,2.38,201,10.467609111706635,True,False,True,False,False,True,False,False
1641,0.328,1.492,33,2.8358830742368046,False,True,True,False,False,True,False,False
2376,0.274,0.293,74,8.858625601049695,False,True,False,True,False,False,False,True
2327,0.213,0.289,207,25.89442049626379,False,True,False,True,False,False,True,False
1651,0.485,2.432,13,1.5195105275749725,True,False,False,False,True,False,False,True
903,0.333,1.767,242,50.05669581824543,False,True,False,False,True,True,False,False
1597,0.481,1.7,177,15.819851624035,True,False,False,False,True,False,True,False
1787,0.308,0.793,113,15.540137983179157,False,True,False,True,False,False,False,True
1792,0.282,1.933,134,12.003223252919193,False,True,True,False,False,False,True,False
2406,0.124,1.831,65,14.049057320157978,False,True,False,True,False,True,False,False
2691,0.218,1.327,282,38.18352024566618,True,False,False,False,True,True,False,False
628,0.258,1.075,21,5.408974792142213,False,True,True,False,False,False,True,False
2430,0.076,1.937,156,46.93169206287038,False,True,False,False,True,False,True,False
2988,0.432,2.842,128,7.516646048399562,True,False,False,False,True,True,False,False
1642,0.095,2.341,242,114.88011495012607,False,True,False,False,True,False,False,True
545,0.41,1.812,264,70.64989018075191,False,True,False,False,True,True,False,False
1967,0.426,1.803,71,7.3851370205473845,True,False,False,True,False,True,False,False
722,0.431,0.579,82,14.715701685408925,False,True,True,False,False,False,False,True
2632,0.136,0.644,12,1.5516558520262052,False,True,True,False,False,True,False,False
2096,0.408,0.255,285,19.097696291588644,False,True,False,False,True,True,False,False
2784,0.267,1.665,118,7.272070153783615,False,True,True,False,False,True,False,False
2303,0.28,1.967,15,1.2793162698018468,False,True,True,False,False,False,False,True
2848,0.385,0.318,125,8.261077227522614,True,False,False,False,True,False,True,False
2461,0.184,1.06,148,15.553814014130415,False,True,True,False,False,True,False,False
1652,0.453,2.18,300,23.682659752864637,False,True,False,True,False,False,True,False
1426,0.31,0.901,286,37.97932771477193,False,True,False,True,False,False,True,False
2632,0.104,2.973,246,88.37620335685709,True,False,False,True,False,False,False,True
2222,0.439,1.553,233,13.011162960500222,False,True,False,False,True,False,True,False
1757,0.164,1.401,185,43.317272532963656,False,True,False,True,False,True,False,False
2832,0.322,1.316,267,21.046871329627248,False,True,False,False,True,False,False,True
1987,0.436,1.614,111,9.669404596989924,False,True,False,False,True,False,False,True
1025,0.397,2.769,264,44.601249029204716,False,True,False,True,False,True,False,False
1899,0.174,1.886,249,48.41870459351164,False,True,False,True,False,True,False,False
2703,0.41,2.679,147,9.735509312669402,True,False,False,False,True,False,True,False
2081,0.299,0.827,154,14.712780899804752,False,True,False,True,False,False,True,False
2353,0.41,1.361,247,20.912113554429553,False,True,False,True,False,False,False,True
521,0.393,0.353,59,18.159555180683085,False,True,False,True,False,True,False,False
1804,0.243,2.287,177,27.700752676701317,False,True,False,False,True,False,False,True
2631,0.158,1.806,44,6.102900158472927,False,True,True,False,False,False,False,True
1845,0.352,1.094,151,15.677412584371545,False,True,False,True,False,True,False,False
673,0.262,1.66,93,31.43765324538319,False,True,False,False,True,True,False,False
2659,0.227,1.739,21,2.6823856142003075,True,False,True,False,False,False,False,True
2054,0.382,1.591,216,24.7314670218603,True,False,False,True,False,True,False,False
2855,0.426,2.045,201,6.9572219317401,False,True,True,False,False,False,True,False
2971,0.055,2.587,256,97.51575509447507,True,False,True,False,False,True,False,False
2098,0.081,2.284,251,101.76431660937166,False,True,False,False,True,False,False,True
2838,0.352,1.677,39,3.11895029892441,False,True,False,True,False,False,False,True
2386,0.429,0.716,14,1.3351197442254061,True,False,False,False,True,False,False,True
1714,0.253,1.585,71,10.050423446578932,True,False,True,False,False,True,False,False
668,0.333,0.618,67,16.125254472173804,False,True,False,False,True,False,True,False
1617,0.221,0.919,163,34.50261186546364,True,False,False,True,False,False,True,False
2821,0.45,0.649,29,1.698642523185915,True,False,False,False,True,True,False,False
2406,0.249,0.599,85,7.806261175097629,False,True,True,False,False,False,False,True
1331,0.492,1.184,41,3.447955088378746,False,True,True,False,False,False,False,True
2540,0.217,2.005,279,30.669655217314556,False,True,False,True,False,False,True,False
964,0.435,2.325,240,31.884091080312135,True,False,True,False,False,False,True,False
897,0.263,1.806,273,86.73229617625167,False,True,False,False,True,False,False,True
1795,0.307,0.79,205,15.364152616957236,False,True,True,False,False,False,True,False
583,0.434,2.141,259,63.61911085797339,False,True,False,True,False,False,True,False
1970,0.273,1.771,264,36.807301931145645,True,False,False,True,False,False,True,False
1427,0.133,0.298,123,64.88468968993372,True,False,False,True,False,False,False,True
2816,0.157,0.336,187,34.02769872982644,True,False,False,False,True,True,False,False
2349,0.357,1.362,289,20.178872627866724,False,True,False,True,False,False,True,False
2078,0.11,0.919,201,50.707419818119014,True,False,True,False,False,False,True,False
2442,0.163,2.234,138,35.17208331315661,True,False,False,True,False,False,False,True
1739,0.117,2.447,260,70.46181816991589,False,True,True,False,False,False,False,True
874,0.315,2.573,237,86.1044426937977,True,False,False,True,False,False,False,True
669,0.317,2.133,65,17.10312817968756,True,False,True,False,False,False,True,False
2030,0.294,2.212,95,12.364019359922045,True,False,False,True,False,False,True,False
1251,0.332,2.27,62,8.524294482260808,False,True,True,False,False,False,False,True
749,0.055,1.141,189,250.91368724267232,True,False,True,False,False,False,True,False
2907,0.189,1.342,46,3.9748399737862155,False,True,True,False,False,True,False,False
